item_id,0
287550,0
572220,1
110800,2
227080,3
525017,4
18040,5
524591,6
436606,7
205150,8
524593,9
297860,10
42820,11
295034,12
432170,13
221100,14
300760,15
518370,16
206060,17
473445,18
745760,19
292660,20
393500,21
342775,22
325973,23
471897,24
425981,25
440090,26
357450,27
210897,28
757030,29
476020,30
662160,31
542220,32
521570,33
591350,34
338260,35
330840,36
326021,37
313040,38
525190,39
591520,40
351400,41
591505,42
605334,43
361970,44
296530,45
573800,46
327090,47
313372,48
575310,49
258816,50
355550,51
377970,52
552700,53
434500,54
363251,55
714670,56
339570,57
207150,58
594310,59
371420,60
710400,61
545910,62
609790,63
273830,64
693180,65
549650,66
271469,67
361540,68
39550,69
622470,70
543840,71
531601,72
502430,73
625630,74
653220,75
452320,76
401350,77
698240,78
420790,79
312430,80
351890,81
355380,82
216451,83
319320,84
712730,85
363890,86
411610,87
315396,88
747750,89
354940,90
698355,91
246360,92
705410,93
269330,94
413815,95
739160,96
35700,97
312750,98
289690,99
430960,100
308265,101
692610,102
381010,103
392080,104
415240,105
547620,106
323500,107
370940,108
686000,109
369778,110
269290,111
728930,112
668830,113
761720,114
457190,115
590910,116
428030,117
571010,118
704070,119
213530,120
351430,121
595660,122
400200,123
389914,124
12790,125
326410,126
401800,127
268080,128
365382,129
732550,130
15240,131
695460,132
251830,133
108110,134
485890,135
724310,136
630310,137
509770,138
568700,139
37500,140
657590,141
541800,142
454790,143
495930,144
333083,145
656590,146
601790,147
425090,148
586500,149
648940,150
504130,151
730850,152
454170,153
615210,154
623670,155
403210,156
98211,157
321180,158
597240,159
411930,160
742900,161
521840,162
424640,163
210936,164
673770,165
401190,166
222595,167
659350,168
656270,169
536850,170
520641,171
449080,172
288690,173
299240,174
531540,175
558490,176
587390,177
271444,178
331210,179
509890,180
649280,181
371472,182
705430,183
316020,184
534260,185
750340,186
328110,187
645660,188
413812,189
610080,190
116120,191
726480,192
476350,193
217290,194
294935,195
675130,196
453720,197
493330,198
770450,199
601350,200
297750,201
675560,202
485370,203
65252,204
526850,205
320721,206
558762,207
434860,208
440870,209
715860,210
569190,211
742820,212
359520,213
267784,214
630160,215
293780,216
563790,217
376956,218
446900,219
751890,220
390362,221
345670,222
761280,223
381160,224
741284,225
394190,226
541220,227
741311,228
246800,229
657790,230
661030,231
258352,232
706920,233
335580,234
637380,235
362530,236
245173,237
398440,238
387890,239
579920,240
513210,241
403430,242
674630,243
474790,244
64005,245
214190,246
36910,247
736530,248
717100,249
623250,250
541160,251
550330,252
547210,253
262980,254
241373,255
425920,256
583660,257
350090,258
488340,259
469710,260
548920,261
509520,262
743520,263
395890,264
268870,265
750020,266
557250,267
27810,268
292760,269
619190,270
493080,271
581950,272
535201,273
679990,274
354290,275
326035,276
399430,277
229190,278
603960,279
25817,280
542700,281
589390,282
385820,283
393831,284
390363,285
213210,286
436622,287
222558,288
416712,289
449500,290
231476,291
713460,292
498740,293
258647,294
642750,295
348750,296
40320,297
388090,298
475010,299
484810,300
206094,301
645910,302
304520,303
695590,304
641030,305
505260,306
314500,307
479100,308
436625,309
734070,310
702930,311
251080,312
477830,313
458510,314
591507,315
709340,316
18470,317
24070,318
35460,319
600590,320
510320,321
445330,322
200870,323
251990,324
208343,325
464780,326
421040,327
206040,328
317770,329
540720,330
341750,331
678670,332
508530,333
348682,334
703461,335
702300,336
325143,337
412870,338
753950,339
22633,340
281511,341
350460,342
305700,343
545280,344
573512,345
585080,346
286940,347
561310,348
33229,349
464580,350
571350,351
523582,352
491040,353
426330,354
671330,355
509728,356
454100,357
675360,358
703440,359
277677,360
653723,361
35320,362
379350,363
706350,364
530290,365
304380,366
409330,367
548720,368
7670,369
355270,370
215244,371
722850,372
590197,373
41802,374
597810,375
508170,376
429580,377
334090,378
66001,379
464525,380
689080,381
364470,382
486770,383
576770,384
692090,385
279602,386
297950,387
596950,388
614003,389
746360,390
645940,391
271730,392
298790,393
319050,394
616300,395
593501,396
534990,397
737280,398
313620,399
367380,400
418430,401
407800,402
343070,403
681511,404
442860,405
563650,406
479150,407
436500,408
406072,409
672250,410
450812,411
537157,412
348510,413
333140,414
627620,415
229622,416
202191,417
746490,418
297640,419
47540,420
210098,421
493880,422
428564,423
387430,424
390365,425
666810,426
721420,427
215242,428
686070,429
252850,430
238303,431
318271,432
493760,433
207670,434
597910,435
333816,436
220812,437
489843,438
637743,439
258010,440
302290,441
556470,442
541380,443
662990,444
375120,445
55000,446
539440,447
509680,448
722760,449
338310,450
415560,451
730940,452
423890,453
214100,454
208805,455
687180,456
421890,457
614250,458
531169,459
238320,460
434480,461
305760,462
699520,463
369769,464
304650,465
741650,466
389730,467
446250,468
683670,469
208832,470
215314,471
482720,472
590217,473
292984,474
740110,475
552920,476
410380,477
697730,478
590760,479
208491,480
563880,481
22364,482
229629,483
591090,484
409000,485
690770,486
524520,487
256190,488
327260,489
729620,490
461030,491
535740,492
414530,493
759650,494
672110,495
223000,496
716190,497
560260,498
679540,499
351690,500
770730,501
321421,502
274920,503
586680,504
210899,505
364900,506
645610,507
508600,508
673320,509
389810,510
439540,511
211010,512
693613,513
342763,514
369720,515
705540,516
713550,517
605328,518
390458,519
730613,520
748470,521
309870,522
373980,523
301460,524
294907,525
403100,526
416320,527
626550,528
654830,529
362980,530
65258,531
589290,532
262390,533
283660,534
599990,535
622710,536
549860,537
620150,538
222115,539
