0,1,2,3,4
1.0000000000000002,0.04524644806086804,0.1281811839932084,0.12591297923165168,0.024547890938464673
0.04524644806086804,1.0000000000000004,0.018950469136130445,0.018615134861713206,0.04915174250268908
0.1281811839932084,0.018950469136130445,1.0000000000000002,0.602572948541655,0.00991222355767373
0.12591297923165168,0.018615134861713206,0.602572948541655,1.0000000000000002,0.009736823768323043
0.024547890938464673,0.04915174250268908,0.00991222355767373,0.009736823768323043,1.0
0.05951615602675465,0.11263621766264649,0.021299208245709182,0.015879091684837403,0.03344982523026482
0.02684731516277714,0.009270634927402894,0.007631375367561895,0.007496335875752803,0.03195518435744662
0.0162805535886153,0.010716900782624845,0.008821908454984267,0.008665802120651508,0.036940354455871016
0.04916199664803191,0.04846650046942441,0.023485362254802952,0.023069781677110275,0.09612302577458375
0.04500587363403314,0.00855192633192346,0.029752673033785353,0.02922619049912685,0.06005746353085148
0.026363523973434437,0.050938272706135525,0.015005241880234353,0.014739719593571269,0.06435012531083369
0.025662020274507886,0.08803334378147036,0.026511205914895357,0.02604208211983068,0.11968717355597872
0.035584920349753954,0.05539224575790517,0.017877731205995385,0.013370515986624152,0.007501459946254452
0.03301119432269551,0.06318677667901268,0.025751946238046386,0.01983648697830921,0.0791052230998956
0.04196630610973662,0.14262929049025322,0.03452144445264354,0.029158405750669854,0.045588486170669566
0.14048526232985345,0.09470010961057172,0.020750680497964274,0.020383490939834444,0.029920090207363935
0.0077235717014152196,0.04227869222458688,0.008526164642754214,0.00837529158449368,0.04325205479833069
0.052202875653350155,0.010043460827475717,0.024938031997332265,0.02449674598983837,0.02765927714889908
0.022316117187939973,0.04468310733622897,0.009011052846071555,0.008851599544616782,0.13437209164788658
0.055798106411561445,0.03350455032129715,0.03895759851292051,0.06416841656131708,0.03490537014024949
0.033935442026870724,0.012247991282037855,0.15744501135972241,0.15465897433522124,0.012529971061690149
0.052531404271263196,0.05520656529383548,0.007034251484987009,0.006909778280611862,0.03337922626612055
0.04837487563817043,0.0536157860351907,0.008763978124478117,0.008608896884838659,0.033579470680680255
0.023018313758300702,0.010067023281584382,0.028858630973820805,0.028347968783414626,0.010298791654154892
0.006439997932844157,0.04310373858272942,0.007109208640396901,0.006983409046519669,0.06037901208067864
0.04546520158754049,0.03960063935455853,0.13581686733519843,0.13341354685092408,0.02257973344453457
0.03253115410021354,0.022913170830778106,0.12379675207088983,0.1216061311562997,0.023440690055213997
0.030598570151243606,0.07126786388194574,0.01821541522266631,0.017893087949234554,0.037867995233638964
0.020298691258929937,0.008877600663326208,0.025448972780716256,0.024998645521755947,0.009081985514788095
0.006920476517600129,0.009280645730045056,0.007639616032121678,0.0075044307192645154,0.00949430969973019
0.05478592737867319,0.027994296036003945,0.02633819420900236,0.025872131908323104,0.010851565778359629
0.05681733254081105,0.06824193769943673,0.010158395657241116,0.00997863977824446,0.049786711577894896
0.005727759137562204,0.08917309913570148,0.014841300921458899,0.014578679619571619,0.04418423495375815
0.005621087141702594,0.04581200568846258,0.014564901172024096,0.014307170847175959,0.03147812676285042
0.006313252455791526,0.05530156322151058,0.006969292440113923,0.006845968705655477,0.022007753415913354
0.02036784034866751,0.0073845835035441666,0.0060788208240272305,0.005971254253738418,0.08847450303390769
0.00713591383115326,0.07725390118847951,0.007877440457990617,0.007738046770094579,0.039961166671716515
0.017848428528796235,0.04116019181404098,0.009671489466824824,0.009500349539913553,0.04210780367552153
0.028364815518282516,0.05018937278102591,0.008062726315060968,0.007920053937967627,0.035103558549964324
0.019663948901295053,0.012944067793686592,0.010655261574890208,0.010466713503426935,0.013242073017581625
0.025863051998270156,0.020108945723872795,0.0073515976086584185,0.00722150886878618,0.020571904584120622
0.005538938746181725,0.04514249413882306,0.014352044969649088,0.014098081199584684,0.07535015684302322
0.025513442224307258,0.01983711840938471,0.007252220691409783,0.007123890456100148,0.02029381911639926
0.024813015698639827,0.033180381021955654,0.007053123772319104,0.006928316617120173,0.019736688130652446
0.028290674987219298,0.009769040891654979,0.008041651797215763,0.00789935234008021,0.009993948954912906
0.03517736385861086,0.05449527217563896,0.008907737973314636,0.008750112859734453,0.011070297602274714
0.0067016048982890585,0.104334498642654,0.017364650391804418,0.017057377658986274,0.05169653232298554
0.01714707053366677,0.01785122536640267,0.005783173335247851,0.005680838336558714,0.018262205785920416
0.04430401324705422,0.04646795283681718,0.00894082878869799,0.008782618123146152,0.04683848057000715
0.03051056635756199,0.08472345509598767,0.007725994807995355,0.0075892809966126625,0.06561742065023547
0.02162140526472766,0.009456087551247857,0.027107292142335676,0.02662762042145804,0.009673790635996462
0.008131248553566875,0.08802946436289878,0.008976205128796166,0.008817368468222614,0.04553504798217636
0.02308682523617882,0.010096986668568196,0.15787270160467146,0.1550790964721232,0.01032944487419498
0.02435982972322731,0.040739749437970506,0.00821581257451215,0.008070431289825677,0.041677681651104574
0.03344997800703497,0.04229456457580617,0.029976849149684404,0.029446399750953742,0.04326829257127478
0.041726668617348486,0.010902309493546059,0.053531675488430575,0.05258441632406366,0.011153308270235236
0.00682907130614763,0.03738221319023543,0.007538712471932425,0.007405312678045749,0.03824284641535508
0.007506270434450174,0.08126340762487898,0.008286282571240127,0.008139654298679569,0.04203516620457339
0.01990111869604869,0.045893892648408235,0.010783776259984643,0.010592954082357109,0.04695048629208292
0.0515556304612406,0.022966327230998812,0.037365041664562906,0.03670385596804275,0.0077849950410224245
0.019786888073916382,0.04563046585369534,0.01072187835917175,0.010532151483592305,0.04668099474537786
