item_id,0
670290,0
767400,1
775880,2
775881,3
752360,4
773120,5
1640,6
1630,7
2400,8
381620,9
759920,10
603280,11
753110,12
753100,13
764280,14
758550,15
3800,16
1520,17
2420,18
4000,19
4230,20
4900,21
2520,22
6210,23
6300,24
2990,25
6220,26
6510,27
3980,28
3990,29
7600,30
2540,31
8000,32
6550,33
8200,34
2570,35
8210,36
9030,37
2310,38
3230,39
9310,40
7670,41
4570,42
4580,43
4770,44
50970,45
7000,46
17480,47
12500,48
12310,49
12510,50
12530,51
12520,52
8100,53
2780,54
9730,55
9710,56
9800,57
9760,58
2700,59
2710,60
13000,61
13540,62
15210,63
16180,64
3520,65
15970,66
15950,67
15960,68
15900,69
15910,70
15930,71
15160,72
15920,73
15080,74
15200,75
15320,76
15240,77
8310,78
12600,79
8320,80
12590,81
12560,82
12540,83
11050,84
10520,85
11040,86
19500,87
11260,88
19200,89
12360,90
8660,91
20510,92
17330,93
17300,94
20900,95
1530,96
8690,97
17120,98
16810,99
21000,100
4460,101
17140,102
15390,103
21300,104
3050,105
15380,106
19800,107
15370,108
19930,109
15350,110
3540,111
22000,112
2820,113
1230,114
18300,115
20200,116
12200,117
19900,118
11240,119
256522,120
275144,121
256521,122
222569,123
256535,124
256611,125
256576,126
9480,127
17470,128
12770,129
17410,130
18500,131
16450,132
15400,133
18600,134
11340,135
25830,136
23460,137
10600,138
21010,139
22180,140
13210,141
12640,142
21600,143
27020,144
24740,145
90047,146
26000,147
26006,148
26005,149
11330,150
27800,151
9850,152
3600,153
29580,154
29540,155
29560,156
29570,157
23700,158
16060,159
1930,160
18470,161
7510,162
22200,163
26007,164
25900,165
16200,166
7840,167
8890,168
34500,169
1280,170
10150,171
22330,172
12440,173
12460,174
21980,175
31860,176
31900,177
31920,178
31930,179
35800,180
12690,181
31170,182
21660,183
6080,184
6060,185
32330,186
32360,187
35300,188
35310,189
31980,190
31990,191
10140,192
10100,193
10130,194
10110,195
1256,196
10120,197
33520,198
3610,199
21680,200
21670,201
21030,202
36000,203
29180,204
35050,205
31180,206
37960,207
38000,208
37400,209
13570,210
11390,211
34420,212
43100,213
33730,214
35000,215
39392,216
37600,217
24029,218
32140,219
31190,220
32770,221
208306,222
37300,223
208300,224
40300,225
35070,226
10606,227
40700,228
24840,229
24870,230
41500,231
24800,232
901735,233
42800,234
39560,235
39550,236
40330,237
40320,238
31200,239
3130,240
41100,241
39540,242
34640,243
41000,244
40340,245
17450,246
37100,247
37500,248
42810,249
10180,250
32440,251
11450,252
12710,253
24790,254
29120,255
24810,256
41800,257
45300,258
41900,259
35420,260
32430,261
22370,262
41802,263
38080,264
38090,265
38100,266
38070,267
38210,268
45700,269
46410,270
38110,271
17570,272
38130,273
38160,274
38150,275
38120,276
38140,277
36300,278
36310,279
36320,280
37030,281
32450,282
34180,283
44100,284
25960,285
46250,286
38180,287
10695,288
24055,289
48700,290
39900,291
49900,292
42120,293
12220,294
45730,295
45400,296
49600,297
901399,298
43500,299
45302,300
40930,301
23150,302
50940,303
50920,304
34178,305
37340,306
37390,307
37310,308
37360,309
49000,310
37330,311
37320,312
37370,313
37380,314
19080,315
31700,316
19030,317
50820,318
49800,319
33650,320
901478,321
